Week,DMA_Name,DMA_ID,TRx,TV_Spend,Digital_Spend,Search_Spend,Print_Spend,HCP_Events_Spend,Medical_Journal_Spend,TV_Impressions,Digital_Impressions,Digital_Clicks,Search_Clicks,Print_Impressions,HCP_Email_Sends,Rep_Calls,Sample_Units,Copay_Redemptions,Lagged_TRx,DMA_Population,Competitor_TV_Spend,Seasonality
3/3/2024,Los Angeles CA,DMA_002,215379,257202,94948,43982,54281,55742,64468,6659009,11205969,212890,26002,579416,511,1833,1882,41106,183072,6670000,218118,1.127
3/10/2024,Los Angeles CA,DMA_002,209260,259644,90624,49068,33643,82680,67154,7872234,9132779,84534,28393,376638,682,2788,1877,37051,177871,6670000,297465,1.114
3/17/2024,Los Angeles CA,DMA_002,206961,305672,73745,46311,55697,120610,41117,10223842,8053397,121378,13932,557300,431,1901,1806,42954,175916,6670000,348788,1.126
3/24/2024,Los Angeles CA,DMA_002,215275,264575,82577,51764,27778,89673,64576,8657614,8603795,160956,19752,282693,574,2392,2053,49531,182983,6670000,195906,1.126
3/31/2024,Los Angeles CA,DMA_002,219716,278371,93399,52966,51075,85360,39546,9149766,13130520,170503,25249,436158,558,2447,1726,40197,186758,6670000,162277,1.122
4/7/2024,Los Angeles CA,DMA_002,182443,188289,75858,56040,24350,107369,63470,5538954,8231300,156448,14089,242287,565,2819,1374,35472,155076,6670000,278682,1.007
4/14/2024,Los Angeles CA,DMA_002,201646,299762,114841,43503,52454,92255,59467,8631712,12663154,181621,14839,428961,484,2161,2110,48323,171399,6670000,150843,1.067
4/21/2024,Los Angeles CA,DMA_002,185553,222069,99284,35547,51160,67387,50542,6032952,11550083,123659,9893,462583,689,3036,1525,35207,157720,6670000,210662,1.045
4/28/2024,Los Angeles CA,DMA_002,159715,177410,95088,37040,31070,61082,44147,5476196,10688793,116027,16001,374988,653,2832,1462,25761,135757,6670000,267003,0.888
5/5/2024,Los Angeles CA,DMA_002,185296,241927,93391,30893,46626,84479,51703,6167522,13235850,232628,13875,596576,532,2435,1381,38288,157501,6670000,321011,1.004
5/12/2024,Los Angeles CA,DMA_002,153203,171549,53510,41390,34058,76712,54060,5906310,5573411,101019,11679,297595,579,2491,2016,24644,130222,6670000,264957,0.874
5/19/2024,Los Angeles CA,DMA_002,176516,173685,79895,52576,39908,64447,52496,4884481,10013894,163917,16810,354705,457,2102,1960,27475,150038,6670000,188092,0.976
5/26/2024,Los Angeles CA,DMA_002,215861,277372,119929,57557,51034,92951,60867,9335146,14813717,238816,26587,414454,694,2683,1928,33436,183481,6670000,304068,1.087
6/2/2024,Los Angeles CA,DMA_002,217168,281505,108630,35795,53548,85386,54268,9619278,12224286,239827,23237,631870,790,2328,1866,34104,184592,6670000,237771,1.101
6/9/2024,Los Angeles CA,DMA_002,181256,215544,96538,35884,36729,104438,41559,7249582,10498296,208602,12646,366216,562,1828,2022,36901,154067,6670000,300196,0.99
6/16/2024,Los Angeles CA,DMA_002,168273,174204,72583,46493,51976,64948,44688,4497881,10413458,191614,12951,477836,635,1852,1927,29009,143032,6670000,148639,0.945
6/23/2024,Los Angeles CA,DMA_002,200071,225489,80638,56978,28520,98592,44140,6703562,9919354,122739,15386,234710,457,1888,1611,30783,170060,6670000,179885,1.105
6/30/2024,Los Angeles CA,DMA_002,170438,208177,98558,31046,36839,85899,54550,5591529,10929111,217883,10825,405507,519,2421,1491,38378,144872,6670000,133192,0.935
7/7/2024,Los Angeles CA,DMA_002,191376,265160,87300,50612,29525,96529,54189,8347286,11987554,129271,32743,383243,525,2226,1417,41826,162669,6670000,274887,0.992
7/14/2024,Los Angeles CA,DMA_002,159565,240582,82506,37876,27856,100456,69074,8344193,8837629,143731,16563,272862,455,2486,1998,36298,135630,6670000,426501,0.86
7/21/2024,Los Angeles CA,DMA_002,205610,307125,103797,33862,45020,92658,56627,7774212,10924917,204380,11126,458615,458,2431,1968,36652,174768,6670000,409213,1.121
7/28/2024,Los Angeles CA,DMA_002,154321,235590,99820,25494,44485,98483,61168,6313176,11971482,114007,7679,548976,535,2919,1491,26370,131172,6670000,265193,0.889
8/4/2024,Los Angeles CA,DMA_002,168245,180021,87558,48425,46459,122746,44193,4521618,9501254,138547,13520,533144,678,3029,1659,41593,143008,6670000,206312,0.945
8/11/2024,Los Angeles CA,DMA_002,212547,311422,115906,38882,29965,96540,53749,8865505,12918273,215561,19483,347605,690,1904,1945,48988,180664,6670000,278614,1.11
8/18/2024,Los Angeles CA,DMA_002,187539,205446,96669,41637,54875,98853,54743,6191021,12481794,155871,14162,492841,491,2734,1175,28382,159408,6670000,220943,1.024
8/25/2024,Los Angeles CA,DMA_002,284841,385419,139286,74529,43818,59180,50489,13184293,17037250,279317,23132,392105,766,2056,2037,68182,242114,6670000,390679,1.419
9/1/2024,Los Angeles CA,DMA_002,282213,262322,139343,77925,54104,75023,51901,8380475,17690654,334876,20178,628361,736,2008,1904,64701,239881,6670000,332862,1.448
9/8/2024,Los Angeles CA,DMA_002,293194,338567,160392,60556,53527,77652,40116,8796157,19677871,292964,22803,642515,769,2525,1308,54208,249214,6670000,201193,1.475
9/15/2024,Los Angeles CA,DMA_002,263826,346437,137456,63931,67732,88648,58323,10046874,15531466,274307,30341,691811,577,2787,1702,63388,224252,6670000,358424,1.305
9/22/2024,Los Angeles CA,DMA_002,251523,354812,130146,55560,55902,92198,55175,9129526,13154495,116747,23589,640484,671,1927,1373,45671,213794,6670000,190371,1.327
9/29/2024,Los Angeles CA,DMA_002,280028,297368,144924,63066,66760,77227,71534,9281754,17934162,323788,29018,709389,569,2516,1796,69749,238023,6670000,254269,1.383
10/6/2024,Los Angeles CA,DMA_002,253393,298366,83312,69965,61237,107032,50350,8874149,11388190,113581,20423,788145,512,2885,1513,62320,215384,6670000,292440,1.343
10/13/2024,Los Angeles CA,DMA_002,274231,291186,143502,58765,69976,108418,49676,9322367,19991006,225607,18637,872877,745,2853,1370,56266,233096,6670000,268918,1.407
10/20/2024,Los Angeles CA,DMA_002,286115,305361,92778,83221,77402,72409,70981,10320594,10774593,179417,29064,873429,754,2083,1151,50625,243197,6670000,238779,1.449
10/27/2024,Los Angeles CA,DMA_002,266997,308309,102382,73239,72022,87379,58596,8566198,10660333,131240,20836,841518,606,2779,1474,42640,226947,6670000,556245,1.423
11/3/2024,Los Angeles CA,DMA_002,282541,327789,156884,73641,37951,63848,71239,10745584,20851491,180929,18955,409378,535,2732,1547,49084,240159,6670000,317509,1.455
11/10/2024,Los Angeles CA,DMA_002,231616,337932,111444,64090,49670,61290,72583,9265469,16055093,139622,31858,490589,625,1828,1409,43760,196873,6670000,274787,1.198
11/17/2024,Los Angeles CA,DMA_002,216192,298244,122638,50237,51589,94763,68376,10325332,16543555,318242,13610,472832,751,2616,1449,46436,183763,6670000,352990,1.111
11/24/2024,Los Angeles CA,DMA_002,218457,283142,120137,55031,48239,60257,48316,7694002,12897538,226591,14563,469335,753,2970,1425,50099,185688,6670000,349435,1.156
12/1/2024,Los Angeles CA,DMA_002,219589,312872,108627,66170,44300,63559,63470,8404664,12967002,137790,21981,382855,717,2223,1925,47471,186650,6670000,431654,1.17
12/8/2024,Los Angeles CA,DMA_002,202427,273966,69675,34298,43881,81921,70571,8647144,9769692,119309,13805,552895,510,1981,1366,38936,172062,6670000,171865,1.103
12/15/2024,Los Angeles CA,DMA_002,217249,325651,119025,59111,56111,55179,69163,8560446,12652375,140652,16951,519443,483,2894,1373,50088,184661,6670000,396134,1.16
12/22/2024,Los Angeles CA,DMA_002,217393,295946,119749,46030,33176,78935,70227,7761226,13095735,212966,21373,383536,768,2901,1448,48730,184784,6670000,414419,1.131
1/1/2023,Chicago IL,DMA_003,205373,190736,93329,60365,50070,70971,58418,4899239,11332349,205398,26313,477290,516,2609,1445,34946,184835,6140000,149285,1.204
1/8/2023,Chicago IL,DMA_003,216044,282427,103125,60515,47098,93116,52880,9435596,14423784,141231,23409,395741,556,2743,1588,46533,183637,6140000,207367,1.243
1/15/2023,Chicago IL,DMA_003,225463,294927,120176,66089,40079,100735,52463,8203332,17270509,204701,33139,416727,681,2717,1450,45565,191643,6140000,353248,1.272
1/22/2023,Chicago IL,DMA_003,206960,263536,102247,39833,45819,115821,44288,7349681,12779173,182841,13351,554597,728,1902,1295,39844,175916,6140000,309572,1.262
1/29/2023,Chicago IL,DMA_003,213383,276470,94504,52219,59495,75123,54437,8148585,14130044,255660,17844,522478,650,1925,1607,39145,181375,6140000,242481,1.243
2/5/2023,Chicago IL,DMA_003,213843,199844,108997,54133,31115,79659,66572,5666276,16124182,322017,25498,329714,763,1854,1204,49585,181766,6140000,121819,1.228
2/12/2023,Chicago IL,DMA_003,213527,325327,99851,64345,27680,63548,38576,9356902,11304312,104607,16639,252670,479,2946,1604,49109,181497,6140000,426158,1.284
2/19/2023,Chicago IL,DMA_003,210930,267052,113328,48280,48290,61274,58989,7706690,14700370,240804,17920,454716,414,2758,1195,51185,179290,6140000,254948,1.222
2/26/2023,Chicago IL,DMA_003,185731,244273,89856,31565,32394,120501,61557,6442085,11292507,94892,20516,355922,753,2917,1845,45145,157871,6140000,171155,1.123
3/5/2023,Chicago IL,DMA_003,206071,219712,90671,45971,35625,73036,57188,6313769,11361497,145991,27774,346741,762,2886,1229,39428,175160,6140000,164671,1.2
3/12/2023,Chicago IL,DMA_003,190116,218617,112728,32092,31400,95844,58923,6994020,12901781,154219,9252,365394,550,2872,1288,42615,161598,6140000,323782,1.183
3/19/2023,Chicago IL,DMA_003,172789,222780,88120,44169,41971,120994,57853,5633552,9597285,112008,11589,378301,733,1787,2022,34202,146870,6140000,351229,1.117
3/26/2023,Chicago IL,DMA_003,156422,178279,70855,39417,43816,73723,63979,5758093,10503093,188981,18012,373604,583,2523,1867,32239,132958,6140000,99943,0.927
4/2/2023,Chicago IL,DMA_003,170826,206020,93349,30595,28059,110779,62347,5887085,12956876,124510,10765,261936,547,2890,1874,36086,145202,6140000,239165,1.073
4/9/2023,Chicago IL,DMA_003,188678,247740,67149,41491,42626,71543,53339,8170925,9336245,108123,23795,427462,536,2677,1244,42102,160376,6140000,411478,1.122
4/16/2023,Chicago IL,DMA_003,170741,174519,99608,46956,51817,122166,60514,4794544,13687624,116736,14390,555172,500,2126,1818,41872,145129,6140000,181065,1.081
4/23/2023,Chicago IL,DMA_003,141005,220522,50057,28886,44026,79944,41346,6124908,6731766,125328,8674,439268,728,2916,1905,34298,119854,6140000,336439,0.899
4/30/2023,Chicago IL,DMA_003,139583,201391,54857,38902,42301,119799,44393,6258351,5759751,57925,14828,365725,750,1783,1455,28120,118645,6140000,171085,0.901
5/7/2023,Chicago IL,DMA_003,158471,204027,95456,40084,29013,55157,70151,5133360,12923934,203465,18566,318655,602,2798,1524,33090,134700,6140000,326321,0.955
5/14/2023,Chicago IL,DMA_003,178473,265720,84963,33735,35787,92736,58825,9182077,11387843,113229,10479,345701,667,2756,1903,37349,151702,6140000,270690,1.095
5/21/2023,Chicago IL,DMA_003,161757,247389,91621,30293,28818,76454,68950,6861118,12267853,204049,16790,345166,759,2600,1455,31456,137493,6140000,240070,0.958
5/28/2023,Chicago IL,DMA_003,156405,229590,84784,41300,37691,56078,63519,6865120,8656159,142784,16665,342966,511,2419,1419,37326,132944,6140000,239487,0.945
6/4/2023,Chicago IL,DMA_003,127972,142792,60054,25006,24770,113733,65676,4083236,6795563,105334,6427,235654,563,2687,1613,28256,108776,6140000,161766,0.86
6/11/2023,Chicago IL,DMA_003,132590,134233,76865,40043,41156,113250,49770,4204560,9077020,80142,17701,364322,686,2263,1401,24474,112701,6140000,196935,0.853
6/18/2023,Chicago IL,DMA_003,166071,214750,92717,27449,48382,110875,53532,7382135,9436970,92206,10617,513067,483,1847,1968,33857,141160,6140000,380277,1.068
6/25/2023,Chicago IL,DMA_003,146933,185155,70271,39518,32631,105047,48362,5827875,10060264,86721,14242,386209,463,2064,1568,33369,124893,6140000,131346,0.928
7/2/2023,Chicago IL,DMA_003,151356,183194,77521,48657,22425,78070,63833,5406897,9596271,143061,13169,284882,445,2002,1286,27312,128652,6140000,207073,0.949
7/9/2023,Chicago IL,DMA_003,184270,196775,94753,54096,23826,90524,51050,6065224,12584336,174655,27798,284652,728,2151,1626,29781,156629,6140000,149176,1.076
7/16/2023,Chicago IL,DMA_003,185314,185600,86440,38017,30578,105349,40268,4876369,12134741,124407,19312,288793,733,2907,1139,37735,157516,6140000,150396,1.131
7/23/2023,Chicago IL,DMA_003,164131,261881,57864,47807,29100,106407,46434,6856524,7514667,98030,12160,362862,424,2271,1486,31243,139511,6140000,200593,1.03
7/30/2023,Chicago IL,DMA_003,195031,272507,69287,59058,31543,60070,68247,7269695,9775065,148035,23807,387792,431,2149,1342,35155,165776,6140000,191891,1.148
8/6/2023,Chicago IL,DMA_003,185602,194260,77594,54804,52127,101043,51611,6061545,11444880,209832,20035,568908,690,2650,1480,32608,157761,6140000,130659,1.085
8/13/2023,Chicago IL,DMA_003,174094,175902,76721,41095,43518,60300,57882,6039507,7781040,85645,20835,467495,621,2482,1656,41008,147979,6140000,242098,1.074
8/20/2023,Chicago IL,DMA_003,158835,187461,81147,41384,29275,82349,50321,5062040,9405215,181048,10997,282466,467,2576,1783,26520,135009,6140000,153865,0.986
8/27/2023,Chicago IL,DMA_003,251098,300606,136727,56676,63112,57339,59868,9206668,18435970,226728,26525,709134,704,2277,1799,40830,213433,6140000,276940,1.42
9/3/2023,Chicago IL,DMA_003,234278,270894,99064,54279,66156,114141,58205,8016161,13330078,132303,35429,558772,636,2164,1516,50551,199136,6140000,337526,1.356
9/10/2023,Chicago IL,DMA_003,221948,281755,95210,42697,66246,58370,54056,8996887,11414840,188440,11650,808906,691,2266,1986,51371,188655,6140000,432941,1.341
9/17/2023,Chicago IL,DMA_003,261648,282295,137124,57517,50829,102136,49872,9807118,18141127,192401,23171,568594,478,2745,1469,55904,222400,6140000,260745,1.485
9/24/2023,Chicago IL,DMA_003,221876,280720,76130,56440,36202,78609,49160,8053376,8985983,120657,29270,437588,603,2107,2012,41682,188594,6140000,470860,1.312
10/1/2023,Chicago IL,DMA_003,233780,254954,96392,54286,61624,56217,59319,8693205,10994626,123601,24108,496896,680,2469,1382,52096,198713,6140000,207731,1.364
10/8/2023,Chicago IL,DMA_003,254406,361067,126962,40001,44287,91734,41968,10461185,17449849,243281,12965,465427,738,2692,1573,59416,216245,6140000,334885,1.477
10/15/2023,Chicago IL,DMA_003,234685,286981,86054,40873,55340,53156,60606,9762467,11785571,217413,12266,554347,744,2923,1376,40085,199482,6140000,250574,1.371
10/22/2023,Chicago IL,DMA_003,258570,277516,93383,52781,38823,68717,64909,8996705,13827823,205263,26911,397909,449,2460,1921,42525,219784,6140000,257799,1.465
10/29/2023,Chicago IL,DMA_003,247476,271878,90734,58394,43684,68152,53839,8562027,12729613,121937,17285,453173,665,1991,1947,40474,210354,6140000,292962,1.495
11/5/2023,Chicago IL,DMA_003,261760,358428,138289,62553,55980,81580,47357,11798054,18939553,268295,16405,639828,544,2729,1842,59763,222496,6140000,404916,1.483
11/12/2023,Chicago IL,DMA_003,196167,302583,89093,42691,39462,57196,48417,8571612,8953986,79773,23355,475270,692,2699,1153,34910,166741,6140000,246532,1.172
11/19/2023,Chicago IL,DMA_003,203531,242924,66618,59154,27943,103556,56543,7033090,9246307,164732,29672,359208,423,2577,1949,32248,173001,6140000,249539,1.176
11/26/2023,Chicago IL,DMA_003,209323,186424,116465,54019,52133,66281,50843,5222857,16388108,314309,28214,641764,470,2476,1742,46949,177924,6140000,118853,1.191
12/3/2023,Chicago IL,DMA_003,202987,222263,78369,50910,37581,72851,50923,6248580,9369073,141973,24013,369131,550,2420,1353,33129,172538,6140000,142515,1.199
12/10/2023,Chicago IL,DMA_003,194973,237799,82387,51142,31167,84600,60879,7926779,11035863,99740,23115,319077,552,2887,1222,48328,165727,6140000,154954,1.149
12/17/2023,Chicago IL,DMA_003,175219,227017,71111,37715,37943,73925,59215,6073926,7673612,91263,15653,429031,607,2177,1933,39870,148936,6140000,235655,1.101
12/24/2023,Chicago IL,DMA_003,203843,261899,116148,38671,44104,56662,47034,8004695,14160764,263561,15485,475401,609,2811,1890,34176,173266,6140000,185962,1.177
12/31/2023,Chicago IL,DMA_003,227739,296908,72291,56269,59836,66927,46423,10264668,8297421,147978,17804,638273,633,2951,1235,36512,193578,6140000,349828,1.229
1/7/2024,Chicago IL,DMA_003,242998,291220,143141,36988,60692,77538,46393,7686163,18661220,276563,10665,517244,759,2918,1792,48159,206548,6140000,259116,1.333
1/14/2024,Chicago IL,DMA_003,220874,309313,101182,41623,33586,104560,48593,9829449,11275738,187908,11885,377245,669,1883,1197,50891,187742,6140000,275574,1.225
1/21/2024,Chicago IL,DMA_003,245006,237581,130254,71138,58381,120967,65728,7253735,16056762,286048,24113,504420,665,2663,1634,57932,208255,6140000,294521,1.292
1/28/2024,Chicago IL,DMA_003,251570,274433,126885,60650,65267,75617,53862,9418923,13388648,251291,29196,696879,730,2316,1951,62737,213834,6140000,396050,1.308
2/4/2024,Chicago IL,DMA_003,241770,262189,116111,55179,34448,66400,47436,8863107,15782789,292856,35676,409262,468,2255,1751,54757,205504,6140000,296630,1.235
2/11/2024,Chicago IL,DMA_003,231744,321175,85082,54612,36884,85686,61844,11189250,8971092,123267,21058,406657,609,2268,2029,48686,196982,6140000,284889,1.249
2/18/2024,Chicago IL,DMA_003,224020,237094,101315,68498,34573,107516,41825,7745877,12776518,125121,28159,331894,646,2166,1176,54530,190417,6140000,215527,1.214
2/25/2024,Chicago IL,DMA_003,192189,202602,67543,58998,47558,92132,39403,5269281,9093498,104614,23068,442538,643,1893,1536,46758,163360,6140000,248131,1.102
3/3/2024,Chicago IL,DMA_003,201999,221237,116780,43662,51094,122006,38239,7004605,15341875,197097,12210,451114,652,2181,1115,42199,171699,6140000,219952,1.134
3/10/2024,Chicago IL,DMA_003,204115,230545,88359,54679,54842,89324,41560,6913478,9840575,155848,15885,510220,415,2215,1870,46526,173497,6140000,227178,1.142
3/17/2024,Chicago IL,DMA_003,193029,268435,77021,44997,60087,85584,58193,6981503,10032969,135888,11903,762045,419,1806,1549,38203,164074,6140000,295213,1.119
3/24/2024,Chicago IL,DMA_003,158801,200558,63010,41916,32273,104433,61958,5313329,8365262,104369,17823,403306,530,2532,1573,38244,134980,6140000,196679,0.912
3/31/2024,Chicago IL,DMA_003,182889,263370,72504,49632,29461,90355,60571,7014178,9019048,160716,32217,314108,545,2544,1388,44561,155455,6140000,271524,0.977
4/7/2024,Chicago IL,DMA_003,183631,193171,84732,30899,27674,109970,69333,5439617,12262352,107792,9605,270948,607,2834,1549,32313,156086,6140000,270740,1.093
4/14/2024,Chicago IL,DMA_003,190637,274185,94678,36723,42533,95867,68384,9373748,9517967,175617,15120,550271,536,1951,1873,39149,162041,6140000,443887,1.056
4/21/2024,Chicago IL,DMA_003,147780,214749,60623,28523,29104,114570,61196,7295114,8725715,73383,9050,302152,587,1983,2039,34054,125613,6140000,170119,0.886
4/28/2024,Chicago IL,DMA_003,147500,160791,57558,49667,21677,108166,49702,4395469,7345437,75718,13543,180474,758,2501,1784,27808,125375,6140000,190374,0.889
5/5/2024,Chicago IL,DMA_003,150712,205353,78372,44113,46968,84869,64202,6367049,9140248,90040,14629,568697,538,2214,1566,28562,128105,6140000,169413,0.873
5/12/2024,Chicago IL,DMA_003,193066,231051,67100,55564,39318,60757,67886,6830396,10020879,94527,26490,359422,563,2823,1431,34424,164106,6140000,180665,1.062
